day,cluster0,cluster1,cluster2,cluster3,cluster4,weighted_mean,max
190,8.357006637824773e-17,3.608383790103107e-53,3.59083250527082e-23,0.9999992080357606,7.919642394319767e-07,3.0000007919642395,3
191,1.2310664014073145e-17,5.594788163698793e-52,9.408429309651352e-23,0.9999992719893979,7.280106020449082e-07,3.0000007280106016,3
192,1.328680417439097e-12,3.3374558806566694e-50,9.515179607518406e-18,0.9999995610586615,4.3894000993051987e-07,3.000000438936024,3
193,6.072011828493791e-17,7.734648537096463e-43,3.673902683486884e-25,0.999999111922571,8.880774291184511e-07,3.0000008880774294,3
194,3.2340375170905645e-18,1.791180479639795e-41,2.810886091667975e-26,0.9999993048264547,6.951735453106913e-07,3.0000006951735454,3
195,2.9412470724021505e-17,1.0127342059761182e-43,9.436513823556705e-24,0.9999995192133722,4.807866278904524e-07,3.000000480786628,3
196,6.37089708998728e-19,1.3165225625469617e-48,3.911335667528608e-26,0.9999993974006488,6.025993511514046e-07,3.0000006025993513,3
197,1.312896666293572e-19,1.3783436179003868e-43,2.3034248311541564e-24,0.9999993807689946,6.192310053723453e-07,3.000000619231005,3
198,2.0518176418713783e-21,4.211550865036613e-41,1.68597190226367e-27,0.9999993357566033,6.642433968234464e-07,3.000000664243397,3
199,1.2138854830831515e-22,1.1107230780516315e-45,2.143785406598274e-27,0.9999993350951545,6.649048455404251e-07,3.0000006649048454,3
200,1.2172808728390544e-19,2.135344063415853e-43,3.2551005069449813e-28,0.9999994538022368,5.461977632596062e-07,3.0000005461977635,3
201,1.235918927641087e-19,1.4781102494648052e-58,2.229502908660534e-25,0.9999991840452659,8.159547340666014e-07,3.000000815954734,3
202,1.6797252668439218e-20,2.786483017467851e-48,7.051613419180223e-27,0.9999994097122538,5.902877462554181e-07,3.0000005902877462,3
203,3.895042024138788e-19,1.4344955663162316e-55,1.1494200540697158e-23,0.9999992928340462,7.071659538812749e-07,3.0000007071659542,3
204,1.2757750699887197e-17,2.218619913241582e-55,3.126057537248053e-23,0.9999994087716729,5.912283270470268e-07,3.000000591228327,3
205,2.0771951439716105e-20,4.307031982400396e-53,2.212921980093168e-25,0.9999993782660939,6.217339061311961e-07,3.000000621733906,3
206,5.4047319809996374e-17,8.53308318216821e-83,3.868450606534288e-23,0.9999991631172735,8.368827264000198e-07,3.0000008368827267,3
207,1.1069700019039836e-17,8.289545917796517e-55,1.738169221601956e-26,0.9999995598900641,4.4010993604837116e-07,3.0000004401099365,3
208,6.017911577326356e-26,2.2499170563671725e-81,9.02798706347657e-25,0.9999959950114239,4.0049885760758686e-06,3.0000040049885763,3
209,4.425460223024301e-19,5.80469305029614e-53,3.8703070055108974e-23,0.9999994212471808,5.787528191269156e-07,3.0000005787528186,3
210,7.724155052159243e-17,3.3986339952270365e-97,3.2161848860399316e-17,0.9999887864339867,1.1213566013110636e-05,3.0000112135660126,3
211,6.742282187757609e-20,1.5098360074374252e-57,1.3648130525702722e-22,0.9999992223272144,7.77672785491969e-07,3.0000007776727853,3
212,1.9219866443677017e-19,5.601561413182435e-49,1.4580393738609402e-25,0.9999994817696697,5.182303303169357e-07,3.00000051823033,3
213,7.715072277935633e-11,2.4136202795013924e-45,7.711916905396498e-18,0.0,0.9999999999228493,3.999999999691397,4
214,2.8767729740435687e-19,1.2058645873031832e-48,6.453470670479911e-26,0.9999995773858266,4.226141733873573e-07,3.0000004226141734,3
215,3.0949395201240685e-18,1.0274963454837366e-70,8.580620457321758e-25,0.9999991305367599,8.694632400640857e-07,3.00000086946324,3
216,3.2650541307961844e-20,2.714349500567854e-54,3.087983048761466e-26,0.9999994318216373,5.681783626788091e-07,3.0000005681783626,3
217,2.7156176698633545e-21,2.1782568774735068e-80,6.748176413333101e-26,0.9999987490333317,1.2509666683313258e-06,3.0000012509666685,3
218,2.073645582144739e-23,6.657983930921791e-75,2.4298448033614533e-24,0.9999986124960862,1.3875039137471211e-06,3.0000013875039135,3
219,4.153195116884599e-15,1.1081182038056813e-57,1.9495533735793783e-15,1.9800655746401036e-23,0.9999999999999939,3.9999999999999796,4
220,1.191206496950671e-17,1.5706209360231277e-33,4.145227634392837e-23,0.9999994149683092,5.850316908392292e-07,3.000000585031691,3
221,5.827106476119237e-21,1.260604727431832e-46,1.2626374338319984e-23,0.9999992399595066,7.600404933778121e-07,3.0000007600404937,3
